1 	 0.1088 	 0.1127
2 	 0.1088 	 0.1127
3 	 0.1088 	 0.1127
4 	 0.1088 	 0.1127
5 	 0.1088 	 0.1127
6 	 0.1088 	 0.1127
7 	 0.1088 	 0.1127
8 	 0.1088 	 0.1127
9 	 0.1088 	 0.1127
10 	 0.1088 	 0.1127
11 	 0.1088 	 0.1127
12 	 0.1088 	 0.1127
13 	 0.1088 	 0.1127
14 	 0.1088 	 0.1127
15 	 0.1088 	 0.1127
16 	 0.1088 	 0.1127
17 	 0.1088 	 0.1127
18 	 0.1088 	 0.1127
19 	 0.1088 	 0.1127
20 	 0.1088 	 0.1127
21 	 0.1088 	 0.1127
22 	 0.1088 	 0.1127
23 	 0.1088 	 0.1127
24 	 0.1088 	 0.1127
25 	 0.1088 	 0.1127
26 	 0.1088 	 0.1127
27 	 0.1088 	 0.1127
28 	 0.1088 	 0.1127
29 	 0.1088 	 0.1127
30 	 0.1088 	 0.1127
31 	 0.1088 	 0.1127
32 	 0.1088 	 0.1127
33 	 0.1088 	 0.1127
34 	 0.1088 	 0.1127
35 	 0.1088 	 0.1127
36 	 0.1088 	 0.1127
37 	 0.1088 	 0.1127
38 	 0.1088 	 0.1127
39 	 0.1088 	 0.1127
40 	 0.1088 	 0.1127
41 	 0.1088 	 0.1127
42 	 0.1088 	 0.1127
43 	 0.1088 	 0.1127
44 	 0.1088 	 0.1127
45 	 0.1088 	 0.1127
46 	 0.1088 	 0.1127
47 	 0.1088 	 0.1127
48 	 0.1088 	 0.1127
49 	 0.1088 	 0.1127
50 	 0.1088 	 0.1127
51 	 0.1088 	 0.1127
52 	 0.1088 	 0.1127
53 	 0.1088 	 0.1127
54 	 0.1088 	 0.1127
55 	 0.1088 	 0.1127
56 	 0.1088 	 0.1127
57 	 0.1088 	 0.1127
58 	 0.1088 	 0.1127
59 	 0.1088 	 0.1127
60 	 0.1088 	 0.1127
61 	 0.1088 	 0.1127
62 	 0.1088 	 0.1127
63 	 0.1088 	 0.1127
64 	 0.1088 	 0.1127
65 	 0.1088 	 0.1127
66 	 0.1088 	 0.1127
67 	 0.1088 	 0.1127
68 	 0.1088 	 0.1127
69 	 0.1088 	 0.1127
70 	 0.1088 	 0.1127
71 	 0.1088 	 0.1127
72 	 0.1088 	 0.1127
73 	 0.1088 	 0.1127
74 	 0.1088 	 0.1127
75 	 0.1088 	 0.1127
76 	 0.1088 	 0.1127
77 	 0.1088 	 0.1127
78 	 0.1088 	 0.1127
79 	 0.1088 	 0.1127
80 	 0.1088 	 0.1127
81 	 0.1088 	 0.1127
82 	 0.1088 	 0.1127
83 	 0.1088 	 0.1127
84 	 0.1088 	 0.1127
85 	 0.1088 	 0.1127
86 	 0.1088 	 0.1127
87 	 0.1088 	 0.1127
88 	 0.1088 	 0.1127
89 	 0.1088 	 0.1127
90 	 0.1088 	 0.1127
91 	 0.1088 	 0.1127
92 	 0.1088 	 0.1127
93 	 0.1088 	 0.1127
94 	 0.1088 	 0.1127
95 	 0.1088 	 0.1127
96 	 0.1088 	 0.1127
97 	 0.1088 	 0.1127
98 	 0.1088 	 0.1127
99 	 0.1088 	 0.1127
